gate_id,train_number,train_name,estimated_crossing_time,prev_station_code,next_station_code,runs_on_days
node/306010326,16527,Guruvayur Express,05:28,KUC,AFK,MTWTFSS
node/306010326,12511,Rapti Sagar Express,06:24,KUC,AFK,--W--S-
node/306010326,16335,Nagercoil Express,08:47,KUC,AFK,MTWTFSS
node/306010326,12081,Jan Shatabdi Express,14:17,KUC,AFK,MTWTF--
node/306010326,16301,Venad Express,17:28,KUC,AFK,MTWTFSS
node/306010326,12623,Thiruvananthapuram Mail,19:41,KUC,AFK,MTWTFSS
node/306010326,16303,Vanchinad Express,23:38,KUC,AFK,MTWTFSS
node/306010326,16349,Mangalore Express,02:58,KUC,AFK,MTWTFSS
node/306010326,66301,CLT-ERS MEMU,09:43,KUC,AFK,MTWTFSS
node/306010326,66304,CLT-ERS MEMU,12:43,KUC,AFK,MTWTFSS
node/306010326,66307,CLT-ERS MEMU,15:43,KUC,AFK,MTWTFSS
node/306010326,66310,CLT-ERS MEMU,18:43,KUC,AFK,MTWTFSS
node/306010326,66313,CLT-ERS MEMU,21:43,KUC,AFK,MTWTFSS
node/306010326,66316,CLT-ERS MEMU,00:43,KUC,AFK,MTWTFSS
node/306010326,16606,Mangala Lakshadweep Exp,10:44,AFK,KUC,MTWTFSS
node/306010326,12626,Kerala Express,12:39,AFK,KUC,MTWTFSS
node/306010326,16346,Netravati Express,14:21,AFK,KUC,MTWTFSS
node/306010326,12602,Mangala Express,15:58,AFK,KUC,MT-TFSS
node/306010326,16526,Kanyakumari Express,18:10,AFK,KUC,MTWTFSS
node/306010326,12696,Trivandrum Rajdhani,17:38,AFK,KUC,M-W-F--
node/306010326,22114,Kochuveli Superfast,20:14,AFK,KUC,MTWTFSS
node/306010326,16860,Malabar Express,23:10,AFK,KUC,MTWTFSS
node/306010326,12618,Mangala Express,00:09,AFK,KUC,-T-T---
node/306010326,16528,Guruvayur Express,01:51,AFK,KUC,MTWTFSS
node/306010326,12512,Rapti Sagar Express,02:58,AFK,KUC,--W--S-
node/306010326,16336,Nagercoil Express,05:33,AFK,KUC,MTWTFSS
node/306010326,12082,Jan Shatabdi Express,11:49,AFK,KUC,MTWTF--
node/306010326,16302,Venad Express,14:48,AFK,KUC,MTWTFSS
node/306010326,12624,Thiruvananthapuram Mail,16:46,AFK,KUC,MTWTFSS
node/306010326,16304,Vanchinad Express,20:56,AFK,KUC,MTWTFSS
node/306010326,16350,Mangalore Express,00:28,AFK,KUC,MTWTFSS
node/306010326,66311,ERS-CLT MEMU,06:42,AFK,KUC,MTWTFSS
node/306010326,66314,ERS-CLT MEMU,09:42,AFK,KUC,MTWTFSS
node/306010326,66317,ERS-CLT MEMU,12:42,AFK,KUC,MTWTFSS
node/306010326,66320,ERS-CLT MEMU,15:42,AFK,KUC,MTWTFSS
node/306010326,66323,ERS-CLT MEMU,18:42,AFK,KUC,MTWTFSS
node/306010326,66326,ERS-CLT MEMU,21:42,AFK,KUC,MTWTFSS
node/306010331,16605,Mangala Lakshadweep Exp,14:03,KUC,AFK,MTWTFSS
node/306010331,12625,Kerala Express,16:12,KUC,AFK,MTWTFSS
node/306010331,16345,Netravati Express,17:59,KUC,AFK,MTWTFSS
node/306010331,12601,Mangala Express,18:55,KUC,AFK,MT-TFSS
node/306010331,16525,Kanyakumari Express,21:29,KUC,AFK,MTWTFSS
node/306010331,12695,Trivandrum Rajdhani,20:42,KUC,AFK,M-W-F--
node/306010331,22113,Kochuveli Superfast,23:33,KUC,AFK,MTWTFSS
node/306010331,16859,Malabar Express,02:29,KUC,AFK,MTWTFSS
node/306010331,12617,Mangala Express,03:42,KUC,AFK,-T-T---
node/306010331,16527,Guruvayur Express,05:29,KUC,AFK,MTWTFSS
node/306010331,12511,Rapti Sagar Express,06:25,KUC,AFK,--W--S-
node/306010331,16335,Nagercoil Express,08:49,KUC,AFK,MTWTFSS
node/306010331,12081,Jan Shatabdi Express,14:18,KUC,AFK,MTWTF--
node/306010331,16301,Venad Express,17:29,KUC,AFK,MTWTFSS
node/306010331,12623,Thiruvananthapuram Mail,19:42,KUC,AFK,MTWTFSS
node/306010331,16303,Vanchinad Express,23:40,KUC,AFK,MTWTFSS
node/306010331,16349,Mangalore Express,02:59,KUC,AFK,MTWTFSS
node/306010331,66301,CLT-ERS MEMU,09:45,KUC,AFK,MTWTFSS
node/306010331,66304,CLT-ERS MEMU,12:45,KUC,AFK,MTWTFSS
node/306010331,66307,CLT-ERS MEMU,15:45,KUC,AFK,MTWTFSS
node/306010331,66310,CLT-ERS MEMU,18:45,KUC,AFK,MTWTFSS
node/306010331,66313,CLT-ERS MEMU,21:45,KUC,AFK,MTWTFSS
node/306010331,66316,CLT-ERS MEMU,00:45,KUC,AFK,MTWTFSS
node/306010331,16606,Mangala Lakshadweep Exp,10:43,AFK,KUC,MTWTFSS
node/306010331,12626,Kerala Express,12:38,AFK,KUC,MTWTFSS
node/306010331,16346,Netravati Express,14:20,AFK,KUC,MTWTFSS
node/306010331,12602,Mangala Express,15:57,AFK,KUC,MT-TFSS
node/306010331,16526,Kanyakumari Express,18:09,AFK,KUC,MTWTFSS
node/306010331,12696,Trivandrum Rajdhani,17:37,AFK,KUC,M-W-F--
node/306010331,22114,Kochuveli Superfast,20:13,AFK,KUC,MTWTFSS
node/306010331,16860,Malabar Express,23:09,AFK,KUC,MTWTFSS
node/306010331,12618,Mangala Express,00:08,AFK,KUC,-T-T---
node/306010331,16528,Guruvayur Express,01:50,AFK,KUC,MTWTFSS
node/306010331,12512,Rapti Sagar Express,02:57,AFK,KUC,--W--S-
node/306010331,16336,Nagercoil Express,05:32,AFK,KUC,MTWTFSS
node/306010331,12082,Jan Shatabdi Express,11:48,AFK,KUC,MTWTF--
node/306010331,16302,Venad Express,14:47,AFK,KUC,MTWTFSS
node/306010331,12624,Thiruvananthapuram Mail,16:45,AFK,KUC,MTWTFSS
node/306010331,16304,Vanchinad Express,20:55,AFK,KUC,MTWTFSS
node/306010331,16350,Mangalore Express,00:27,AFK,KUC,MTWTFSS
node/306010331,66311,ERS-CLT MEMU,06:40,AFK,KUC,MTWTFSS
node/306010331,66314,ERS-CLT MEMU,09:40,AFK,KUC,MTWTFSS
node/306010331,66317,ERS-CLT MEMU,12:40,AFK,KUC,MTWTFSS
node/306010331,66320,ERS-CLT MEMU,15:40,AFK,KUC,MTWTFSS
node/306010331,66323,ERS-CLT MEMU,18:40,AFK,KUC,MTWTFSS
node/306010331,66326,ERS-CLT MEMU,21:40,AFK,KUC,MTWTFSS
node/306010355,16605,Mangala Lakshadweep Exp,14:15,CWR,ALVA,MTWTFSS
node/306010355,12625,Kerala Express,16:25,CWR,ALVA,MTWTFSS
node/306010355,16345,Netravati Express,18:13,CWR,ALVA,MTWTFSS
node/306010355,12601,Mangala Express,19:08,CWR,ALVA,MT-TFSS
node/306010355,16525,Kanyakumari Express,21:43,CWR,ALVA,MTWTFSS
node/306010355,12695,Trivandrum Rajdhani,20:51,CWR,ALVA,M-W-F--
node/306010355,22113,Kochuveli Superfast,23:45,CWR,ALVA,MTWTFSS
node/306010355,16859,Malabar Express,02:43,CWR,ALVA,MTWTFSS
node/306010355,12617,Mangala Express,03:55,CWR,ALVA,-T-T---
node/306010355,16527,Guruvayur Express,05:43,CWR,ALVA,MTWTFSS
node/306010355,12511,Rapti Sagar Express,06:38,CWR,ALVA,--W--S-
node/306010355,16335,Nagercoil Express,09:03,CWR,ALVA,MTWTFSS
node/306010355,12081,Jan Shatabdi Express,14:30,CWR,ALVA,MTWTF--
node/306010355,16301,Venad Express,17:43,CWR,ALVA,MTWTFSS
node/306010355,12623,Thiruvananthapuram Mail,19:55,CWR,ALVA,MTWTFSS
node/306010355,16303,Vanchinad Express,23:54,CWR,ALVA,MTWTFSS
node/306010355,16349,Mangalore Express,03:13,CWR,ALVA,MTWTFSS
node/306010355,66301,CLT-ERS MEMU,09:59,CWR,ALVA,MTWTFSS
node/306010355,66304,CLT-ERS MEMU,12:59,CWR,ALVA,MTWTFSS
node/306010355,66307,CLT-ERS MEMU,15:59,CWR,ALVA,MTWTFSS
node/306010355,66310,CLT-ERS MEMU,18:59,CWR,ALVA,MTWTFSS
node/306010355,66313,CLT-ERS MEMU,21:59,CWR,ALVA,MTWTFSS
node/306010355,66316,CLT-ERS MEMU,00:59,CWR,ALVA,MTWTFSS
node/306010355,16606,Mangala Lakshadweep Exp,10:30,ALVA,CWR,MTWTFSS
node/306010355,12626,Kerala Express,12:25,ALVA,CWR,MTWTFSS
node/306010355,16346,Netravati Express,14:06,ALVA,CWR,MTWTFSS
node/306010355,12602,Mangala Express,15:45,ALVA,CWR,MT-TFSS
node/306010355,16526,Kanyakumari Express,17:55,ALVA,CWR,MTWTFSS
node/306010355,12696,Trivandrum Rajdhani,17:27,ALVA,CWR,M-W-F--
node/306010355,22114,Kochuveli Superfast,20:00,ALVA,CWR,MTWTFSS
node/306010355,16860,Malabar Express,22:55,ALVA,CWR,MTWTFSS
node/306010355,12618,Mangala Express,23:55,ALVA,CWR,-T-T---
node/306010355,16528,Guruvayur Express,01:36,ALVA,CWR,MTWTFSS
node/306010355,12512,Rapti Sagar Express,02:45,ALVA,CWR,--W--S-
node/306010355,16336,Nagercoil Express,05:18,ALVA,CWR,MTWTFSS
node/306010355,12082,Jan Shatabdi Express,11:36,ALVA,CWR,MTWTF--
node/306010355,16302,Venad Express,14:33,ALVA,CWR,MTWTFSS
node/306010355,12624,Thiruvananthapuram Mail,16:32,ALVA,CWR,MTWTFSS
node/306010355,16304,Vanchinad Express,20:40,ALVA,CWR,MTWTFSS
node/306010355,16350,Mangalore Express,00:13,ALVA,CWR,MTWTFSS
node/306010355,66311,ERS-CLT MEMU,06:26,ALVA,CWR,MTWTFSS
node/306010355,66314,ERS-CLT MEMU,09:26,ALVA,CWR,MTWTFSS
node/306010355,66317,ERS-CLT MEMU,12:26,ALVA,CWR,MTWTFSS
node/306010355,66320,ERS-CLT MEMU,15:26,ALVA,CWR,MTWTFSS
node/306010355,66323,ERS-CLT MEMU,18:26,ALVA,CWR,MTWTFSS
node/306010355,66326,ERS-CLT MEMU,21:26,ALVA,CWR,MTWTFSS
node/306010376,16605,Mangala Lakshadweep Exp,14:27,CPPY,AATK,MTWTFSS
node/306010376,12625,Kerala Express,16:37,CPPY,AATK,MTWTFSS
node/306010376,16345,Netravati Express,18:25,CPPY,AATK,MTWTFSS
node/306010376,12601,Mangala Express,19:20,CPPY,AATK,MT-TFSS
node/306010376,16525,Kanyakumari Express,21:56,CPPY,AATK,MTWTFSS
node/306010376,12695,Trivandrum Rajdhani,21:00,CPPY,AATK,M-W-F--
node/306010376,22113,Kochuveli Superfast,23:57,CPPY,AATK,MTWTFSS
node/306010376,16859,Malabar Express,02:56,CPPY,AATK,MTWTFSS
node/306010376,12617,Mangala Express,04:07,CPPY,AATK,-T-T---
node/306010376,16527,Guruvayur Express,05:55,CPPY,AATK,MTWTFSS
node/306010376,12511,Rapti Sagar Express,06:50,CPPY,AATK,--W--S-
node/306010376,16335,Nagercoil Express,09:15,CPPY,AATK,MTWTFSS
node/306010376,12081,Jan Shatabdi Express,14:42,CPPY,AATK,MTWTF--
node/306010376,16301,Venad Express,17:56,CPPY,AATK,MTWTFSS
node/306010376,12623,Thiruvananthapuram Mail,20:07,CPPY,AATK,MTWTFSS
node/306010376,16303,Vanchinad Express,00:07,CPPY,AATK,MTWTFSS
node/306010376,16349,Mangalore Express,03:25,CPPY,AATK,MTWTFSS
node/306010376,66301,CLT-ERS MEMU,10:11,CPPY,AATK,MTWTFSS
node/306010376,66304,CLT-ERS MEMU,13:11,CPPY,AATK,MTWTFSS
node/306010376,66307,CLT-ERS MEMU,16:11,CPPY,AATK,MTWTFSS
node/306010376,66310,CLT-ERS MEMU,19:11,CPPY,AATK,MTWTFSS
node/306010376,66313,CLT-ERS MEMU,22:11,CPPY,AATK,MTWTFSS
node/306010376,66316,CLT-ERS MEMU,01:11,CPPY,AATK,MTWTFSS
node/306010376,16606,Mangala Lakshadweep Exp,10:19,AATK,CPPY,MTWTFSS
node/306010376,12626,Kerala Express,12:13,AATK,CPPY,MTWTFSS
node/306010376,16346,Netravati Express,13:53,AATK,CPPY,MTWTFSS
node/306010376,12602,Mangala Express,15:32,AATK,CPPY,MT-TFSS
node/306010376,16526,Kanyakumari Express,17:42,AATK,CPPY,MTWTFSS
node/306010376,12696,Trivandrum Rajdhani,17:19,AATK,CPPY,M-W-F--
node/306010376,22114,Kochuveli Superfast,19:49,AATK,CPPY,MTWTFSS
node/306010376,16860,Malabar Express,22:42,AATK,CPPY,MTWTFSS
node/306010376,12618,Mangala Express,23:43,AATK,CPPY,-T-T---
node/306010376,16528,Guruvayur Express,01:23,AATK,CPPY,MTWTFSS
node/306010376,12512,Rapti Sagar Express,02:32,AATK,CPPY,--W--S-
node/306010376,16336,Nagercoil Express,05:05,AATK,CPPY,MTWTFSS
node/306010376,12082,Jan Shatabdi Express,11:24,AATK,CPPY,MTWTF--
node/306010376,16302,Venad Express,14:20,AATK,CPPY,MTWTFSS
node/306010376,12624,Thiruvananthapuram Mail,16:19,AATK,CPPY,MTWTFSS
node/306010376,16304,Vanchinad Express,20:27,AATK,CPPY,MTWTFSS
node/306010376,16350,Mangalore Express,00:01,AATK,CPPY,MTWTFSS
node/306010376,66311,ERS-CLT MEMU,06:14,AATK,CPPY,MTWTFSS
node/306010376,66314,ERS-CLT MEMU,09:14,AATK,CPPY,MTWTFSS
node/306010376,66317,ERS-CLT MEMU,12:14,AATK,CPPY,MTWTFSS
node/306010376,66320,ERS-CLT MEMU,15:14,AATK,CPPY,MTWTFSS
node/306010376,66323,ERS-CLT MEMU,18:14,AATK,CPPY,MTWTFSS
node/306010376,66326,ERS-CLT MEMU,21:14,AATK,CPPY,MTWTFSS
node/331172538,16605,Mangala Lakshadweep Exp,18:38,KFI,EVA,MTWTFSS
node/331172538,12625,Kerala Express,21:07,KFI,EVA,MTWTFSS
node/331172538,16345,Netravati Express,23:04,KFI,EVA,MTWTFSS
node/331172538,12601,Mangala Express,23:42,KFI,EVA,MT-TFSS
node/331172538,16525,Kanyakumari Express,02:49,KFI,EVA,MTWTFSS
node/331172538,12695,Trivandrum Rajdhani,00:25,KFI,EVA,M-W-F--
node/331172538,22113,Kochuveli Superfast,04:08,KFI,EVA,MTWTFSS
node/331172538,16859,Malabar Express,07:49,KFI,EVA,MTWTFSS
node/331172538,12617,Mangala Express,08:37,KFI,EVA,-T-T---
node/331172538,16527,Guruvayur Express,10:34,KFI,EVA,MTWTFSS
node/331172538,12511,Rapti Sagar Express,11:12,KFI,EVA,--W--S-
node/331172538,16335,Nagercoil Express,14:04,KFI,EVA,MTWTFSS
node/331172538,12081,Jan Shatabdi Express,19:28,KFI,EVA,MTWTF--
node/331172538,16301,Venad Express,23:28,KFI,EVA,MTWTFSS
node/331172538,12623,Thiruvananthapuram Mail,01:14,KFI,EVA,MTWTFSS
node/331172538,16303,Vanchinad Express,05:45,KFI,EVA,MTWTFSS
node/331172538,16349,Mangalore Express,08:41,KFI,EVA,MTWTFSS
node/331172538,56361,ERS-TVC Passenger,10:15,KFI,EVA,MTWTFSS
node/331172538,56363,ERS-TVC Passenger,12:15,KFI,EVA,MTWTFSS
node/331172538,56365,ERS-TVC Passenger,14:15,KFI,EVA,MTWTFSS
node/331172538,56367,ERS-TVC Passenger,16:15,KFI,EVA,MTWTFSS
node/331172538,56369,ERS-TVC Passenger,18:15,KFI,EVA,MTWTFSS
node/331172538,56371,ERS-TVC Passenger,20:15,KFI,EVA,MTWTFSS
